date,o,h,l,c,v
2003-07-18,40.3857,40.5285,40.2889,40.4087,550800
2003-07-21,40.3166,40.3626,39.4642,39.5517,1267600
2003-07-22,39.6116,39.7913,39.3674,39.7453,1576900
2003-07-23,39.9941,40.1093,39.8098,39.8789,1374700
2003-07-24,39.5794,39.6623,39.4181,39.5287,701100
2003-07-25,39.6162,39.9111,39.3490,39.4227,1273500
2003-07-28,39.2752,39.2983,38.8882,38.8928,1268500
2003-07-29,38.7869,39.3260,38.3630,38.3630,2139300
2003-07-30,38.5841,39.0357,38.5058,38.7961,1963400
2003-07-31,38.5611,38.5703,37.8884,38.2201,4706400
2003-08-01,38.0016,38.3210,37.9461,38.1914,3061200
2003-08-04,38.1776,38.5201,38.1174,38.5201,1858700
2003-08-05,38.5154,38.5525,37.8628,37.9692,2413000
2003-08-06,38.1868,38.7746,38.1266,38.7191,2549700
2003-08-07,38.7885,38.9042,38.4830,38.8811,1796400
2003-08-08,39.0385,39.2468,38.7191,38.7237,2399100
2003-08-11,38.6728,38.6821,38.3766,38.5293,1355000
2003-08-12,38.6126,38.7191,38.3256,38.3488,1534200
2003-08-13,38.0479,38.1174,37.5805,37.6082,2258100
2003-08-14,37.6961,38.0016,37.4508,37.9785,1612300
2003-08-15,38.0479,38.1868,37.9091,37.9553,515100
2003-08-18,38.0942,38.2331,37.9600,38.1312,655300
2003-08-19,38.2099,38.7191,38.1868,38.7191,1086500
2003-08-20,38.8024,38.8209,38.2979,38.5108,503600
2003-08-21,38.4460,38.6265,38.1498,38.4182,783600
2003-08-22,38.3951,38.8117,38.3719,38.5895,413200
2003-08-25,38.5663,38.6682,38.0711,38.2886,648200
2003-08-26,38.1636,38.5895,38.1035,38.5895,837200
2003-08-27,38.5432,38.5432,38.2377,38.4136,409100
2003-08-28,38.5247,38.8718,38.5247,38.8117,557200
2003-08-29,38.8533,38.8765,38.5941,38.7191,651100
2003-09-02,38.8828,38.8921,38.1435,38.1528,868700
2003-09-03,38.3481,38.3481,38.0691,38.2132,639900
2003-09-04,38.3527,38.4550,38.1993,38.4271,562900
2003-09-05,38.7758,39.0966,38.6689,39.0873,838000
2003-09-08,38.8828,39.2640,38.6828,38.6828,621100
2003-09-09,38.8316,39.0269,38.5526,38.9618,599900
