date,o,h,l,c,v
2008-12-08,22.4063,22.6944,22.1459,22.6666,703700
2008-12-09,22.6354,22.6805,22.3889,22.4965,631800
2008-12-10,22.5833,22.6076,22.2153,22.4791,379100
2008-12-11,22.3993,22.5624,22.3056,22.3056,914500
2008-12-12,22.3368,22.6666,22.2327,22.6145,320000
2008-12-15,22.3611,22.7846,22.3611,22.4965,611300
2008-12-16,22.9130,22.9200,22.4236,22.9130,523700
2008-12-17,23.0415,23.6385,22.7707,23.4997,1671500
2008-12-18,23.8537,25.1519,23.6350,24.8638,2134800
2008-12-19,24.6417,24.7319,24.3431,24.6972,1174700
2008-12-22,24.7632,25.8114,24.5757,25.6865,1764700
2008-12-23,25.8184,26.1343,25.6205,26.0614,1220400
2008-12-24,25.9225,26.2072,25.5060,25.6518,787700
2008-12-26,25.6830,26.1516,25.3498,26.1412,1291200
2008-12-29,26.3034,26.4922,26.0412,26.3174,1020000
2008-12-30,26.6215,26.6215,26.1496,26.3978,530100
2008-12-31,26.4048,26.6180,26.2405,26.5691,707400
2009-01-02,26.4187,26.7228,26.4187,26.4852,673600
2009-01-05,26.3628,28.6174,26.3453,27.7645,1907500
2009-01-06,28.0302,28.1770,27.7960,27.9987,2267000
2009-01-07,27.9428,28.0896,27.1773,27.4919,1748100
2009-01-08,27.3730,27.3730,26.8661,27.0934,972100
2009-01-09,27.5653,27.5653,27.1074,27.4919,826600
2009-01-12,27.6107,27.6491,26.6389,26.8941,867700
2009-01-13,27.1982,27.1982,26.5026,26.7963,613500
2009-01-14,26.4083,26.6355,25.7546,26.4537,1006000
2009-01-15,26.2545,26.4013,26.0482,26.3488,1122500
2009-01-16,26.2999,26.6075,25.7931,26.5621,574800
2009-01-20,26.2195,26.4013,25.8735,26.1077,544100
2009-01-21,26.1531,26.2300,25.7546,26.1111,534200
2009-01-22,26.1706,26.1706,25.7826,26.0412,454800
2009-01-23,25.8035,25.9818,25.3072,25.6253,1556100
2009-01-26,25.7896,25.9504,25.5414,25.6917,573600
2009-01-27,25.9259,26.0203,25.7162,25.9294,637500
2009-01-28,26.1950,26.8697,26.1356,26.8487,1549400
2009-01-29,26.5481,26.6914,26.0482,26.1810,685200
2009-01-30,26.4222,26.4222,26.0797,26.2999,469800
2009-02-02,26.0856,26.2021,25.5630,25.7396,1037900
2009-02-03,25.9408,25.9549,25.6018,25.7854,642100
2009-02-04,25.9443,25.9761,25.7184,25.7643,891500
2009-02-05,25.8914,26.0432,25.4324,25.5524,836600
2009-02-06,25.7396,26.0715,25.6336,26.0679,830900
2009-02-09,26.0220,26.3363,25.9726,26.2692,831400
2009-02-10,26.3221,26.3292,25.9585,26.0962,831000
